baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.10	151.85257952994	0.00021238498842835	0.36296069996063	0.000585145963327124	0.999533121096688	0.999759741961512
ENSG00000000419.8	176.609396261063	0.130958906770865	0.395809352691007	0.330863598549424	0.740747518940849	0.947826374864961
ENSG00000000457.9	63.8019194801651	0.856990069545272	0.609453599701327	1.40616130574215	0.159676231317783	0.520158251406307
ENSG00000000460.12	40.2962192615941	-0.261797819011732	0.558788848831256	-0.468509383391061	0.639420362317752	0.91811836594691
ENSG00000001036.9	242.982242252636	-0.271212451455672	0.35876129376515	-0.755969097472402	0.449667723838451	0.825269281298208
ENSG00000001084.6	188.166239713136	-1.36341663949888	0.888833176968958	-1.53393986051276	0.125044448582896	0.456528870080631
ENSG00000001167.10	146.881153526014	0.313128723732163	0.391924219515403	0.798952216118036	0.424318119836743	0.806937893624526
ENSG00000001460.13	17.2026868290712	0.320780083081328	0.850497356241626	0.377167642823565	0.706049024897369	0.936400013750238
ENSG00000001461.12	46.6601854001878	0.195076038416436	0.536086353659616	0.363889207559082	0.715940744102008	0.940064628134853
ENSG00000001497.12	75.7471176211321	0.0193198147985778	0.439849173907063	0.0439237264605161	0.964965202568878	0.995801883518157
ENSG00000001561.6	2.3110579045457	1.10014069479657	2.41001990902185	0.456486143819069	0.648040432528729	NA
ENSG00000001617.7	79.8524696474663	0.334231936043198	0.479378708548657	0.697218983828261	0.485665760269916	0.849467322126035
ENSG00000001629.5	139.101315422721	-1.04307463002026	0.544195929535866	-1.91672626237737	0.055272717008547	0.279107773885614
ENSG00000001630.11	547.999200189412	-0.372542169524093	0.289887891892216	-1.28512497397652	0.198748615776524	0.581714967921722
ENSG00000001631.10	92.2098354434079	-0.246626807849906	0.47084014505006	-0.523801571388278	0.600416560335819	0.900241521747855
ENSG00000002016.12	50.9465435785013	0.225425270046855	0.511858134992433	0.44040575822867	0.659643255144423	0.924031320140212
ENSG00000002330.9	14.9950754241425	0.620202502942599	0.931594664538129	0.66574286709777	0.505575468652568	0.862228456375128
ENSG00000002549.8	194.514937311279	-0.231204651442849	0.402399610384131	-0.574564799459275	0.565585664255913	0.887416721623093
ENSG00000002586.13	288.662425984588	-0.367599861765035	0.310754380378778	-1.1829273695739	0.236837933469564	0.631992000179129
ENSG00000002587.5	6.66111464217508	-0.0803661505238158	1.28887589507545	-0.0623536764329908	0.950281183985428	0.994429285882698
ENSG00000002726.15	0.180672303398256	-0.6941154590775	4.99618058744841	-0.138929217414855	0.889506082692221	NA
ENSG00000002746.10	18.0624890512394	0.0488951194601899	2.46528233210715	0.0198334766056583	0.984176212661518	0.997727074650543
ENSG00000002822.11	60.0349366530292	0.285691632195537	0.577873857005083	0.494384074884744	0.621034958670531	0.910456019614347
ENSG00000002834.13	1072.26907115929	1.14269863393155	0.275043401356654	4.15461206593278	3.25839890090638e-05	0.000836754246580669
ENSG00000002919.10	46.8126454039309	0.0729585117260091	0.50879708556713	0.143394122717283	0.885978924401474	0.980197921363351
ENSG00000003056.3	191.382552739019	-0.0525229818294482	0.357067131677096	-0.147095537981205	0.883056611745002	0.978841693461786
